0,1070
1,1056
2,1017
3,1029
4,1007
5,1078
6,1008
7,1109
8,1068
9,1077
10,1066
11,1097
12,1132
13,1119
14,1101
15,1095
16,1025
17,1005
18,1048
19,1097
20,1058
21,1056
22,1083
23,1062
24,1082
25,1036
26,1107
27,1082
28,977
29,1024
30,1020
31,951
32,994
33,968
34,985
35,1059
36,977
37,965
38,974
39,1032
40,994
41,955
42,974
43,882
44,1006
45,970
46,962
47,932
48,994
49,1009
50,1026
51,1026
52,1070
53,1041
54,1050
55,1038
56,1086
57,1073
58,1063
59,1101
60,1007
61,1004
62,1014
63,1017
64,1028
65,1013
66,1008
67,1037
68,1082
69,1024
70,1072
71,1023
72,1046
73,1076
74,1056
75,1015
76,1060
77,1016
78,1018
79,1049
80,997
81,1067
82,1017
83,974
84,996
85,979
86,1045
87,1038
88,978
89,1022
90,1045
91,1063
92,1079
93,1072
94,1113
95,1064
96,1139
97,1198
98,1165
99,1152
100,1157
101,1158
102,1254
103,1195
104,1144
105,1218
106,1212
107,1109
108,1140
109,1153
110,1205
111,1150
112,1172
113,1246
114,1218
115,1228
116,1218
117,1185
118,1225
119,1160
120,1218
121,1160
122,1206
123,1226
124,1171
125,1218
126,1196
127,1142
128,1040
129,1045
130,1048
131,1078
132,1078
133,1011
134,1052
135,1066
136,1024
137,1041
138,1052
139,1008
140,996
141,1042
142,1053
143,1049
144,950
145,985
146,1001
147,979
148,978
149,1046
150,1027
151,976
152,1023
153,969
154,974
155,998
156,986
157,1011
158,979
159,974
160,1033
161,1013
162,1046
163,1020
164,1045
165,1068
166,1126
167,1053
168,1169
169,1085
170,1116
171,1164
172,1155
173,1083
174,1103
175,1116
176,1094
177,1044
178,1034
179,1057
180,1076
181,1019
182,1048
183,1139
184,1048
185,1041
186,961
187,1074
188,957
189,1069
190,1036
191,1076
192,961
193,958
194,959
195,975
196,961
197,945
198,939
199,936
200,958
201,992
202,981
203,1050
204,968
205,970
206,997
207,962
208,1034
209,993
210,1035
211,1000
212,978
213,1006
214,1052
215,975
216,990
217,978
218,980
219,954
220,949
221,1002
222,955
223,1011
224,818
225,830
226,799
227,801
228,871
229,810
230,779
231,815
232,860
233,822
234,865
235,833
236,827
237,874
238,880
239,875
240,889
241,859
242,849
243,797
244,794
245,791
246,838
247,810
248,850
249,845
250,853
251,873
252,868
253,840
254,840
255,878
