0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,7
20,18
21,43
22,76
23,133
24,162
25,231
26,284
27,386
28,501
29,589
30,786
31,950
32,995
33,1271
34,1463
35,1607
36,1765
37,1863
38,2020
39,1989
40,2045
41,2110
42,2079
43,2007
44,1958
45,1836
46,1761
47,1703
48,1618
49,1453
50,1378
51,1250
52,1234
53,1033
54,1011
55,961
56,961
57,825
58,901
59,826
60,804
61,870
62,882
63,848
64,838
65,957
66,866
67,890
68,924
69,928
70,941
71,924
72,914
73,988
74,904
75,964
76,976
77,1006
78,1039
79,1123
80,1139
81,1180
82,1184
83,1342
84,1398
85,1490
86,1660
87,1775
88,1892
89,2047
90,1937
91,1872
92,1823
93,1824
94,1785
95,1670
96,1660
97,1543
98,1506
99,1458
100,1353
101,1370
102,1322
103,1413
104,1400
105,1364
106,1375
107,1409
108,1462
109,1549
110,1539
111,1581
112,1821
113,1878
114,1917
115,2155
116,2184
117,2203
118,2265
119,2294
120,2268
121,2102
122,2104
123,2118
124,1911
125,1776
126,1874
127,1857
128,1822
129,1937
130,1897
131,1878
132,2013
133,2082
134,2124
135,2194
136,2100
137,2123
138,2111
139,2097
140,2062
141,2056
142,1951
143,2145
144,2195
145,2255
146,2324
147,2454
148,2447
149,2497
150,2442
151,2406
152,2198
153,2015
154,1898
155,1790
156,1641
157,1561
158,1393
159,1342
160,1297
161,1232
162,1162
163,1066
164,1144
165,1092
166,1119
167,1186
168,1132
169,1068
170,1054
171,1076
172,1041
173,945
174,853
175,795
176,735
177,648
178,672
179,566
180,574
181,552
182,583
183,599
184,593
185,599
186,640
187,659
188,766
189,771
190,830
191,879
192,901
193,890
194,878
195,844
196,784
197,788
198,821
199,869
200,774
201,849
202,800
203,849
204,936
205,992
206,1029
207,964
208,947
209,968
210,852
211,888
212,718
213,601
214,465
215,419
216,348
217,345
218,258
219,235
220,202
221,165
222,170
223,130
224,85
225,78
226,58
227,48
228,34
229,15
230,17
231,6
232,5
233,7
234,4
235,0
236,1
237,0
238,1
239,0
240,0
241,0
242,1
243,1
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
