0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,0
11,1
12,1
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,4
21,7
22,5
23,6
24,17
25,15
26,34
27,48
28,58
29,78
30,85
31,130
32,170
33,165
34,202
35,235
36,258
37,345
38,348
39,419
40,465
41,601
42,718
43,888
44,852
45,968
46,947
47,964
48,1029
49,992
50,936
51,849
52,800
53,849
54,774
55,869
56,821
57,788
58,784
59,844
60,878
61,890
62,901
63,879
64,830
65,771
66,766
67,659
68,640
69,599
70,593
71,599
72,583
73,552
74,574
75,566
76,672
77,648
78,735
79,795
80,853
81,945
82,1041
83,1076
84,1054
85,1068
86,1132
87,1186
88,1119
89,1092
90,1144
91,1066
92,1162
93,1232
94,1297
95,1342
96,1393
97,1561
98,1641
99,1790
100,1898
101,2015
102,2198
103,2406
104,2442
105,2497
106,2447
107,2454
108,2324
109,2255
110,2195
111,2145
112,1951
113,2056
114,2062
115,2097
116,2111
117,2123
118,2100
119,2194
120,2124
121,2082
122,2013
123,1878
124,1897
125,1937
126,1822
127,1857
128,1874
129,1776
130,1911
131,2118
132,2104
133,2102
134,2268
135,2294
136,2265
137,2203
138,2184
139,2155
140,1917
141,1878
142,1821
143,1581
144,1539
145,1549
146,1462
147,1409
148,1375
149,1364
150,1400
151,1413
152,1322
153,1370
154,1353
155,1458
156,1506
157,1543
158,1660
159,1670
160,1785
161,1824
162,1823
163,1872
164,1937
165,2047
166,1892
167,1775
168,1660
169,1490
170,1398
171,1342
172,1184
173,1180
174,1139
175,1123
176,1039
177,1006
178,976
179,964
180,904
181,988
182,914
183,924
184,941
185,928
186,924
187,890
188,866
189,957
190,838
191,848
192,882
193,870
194,804
195,826
196,901
197,825
198,961
199,961
200,1011
201,1033
202,1234
203,1250
204,1378
205,1453
206,1618
207,1703
208,1761
209,1836
210,1958
211,2007
212,2079
213,2110
214,2045
215,1989
216,2020
217,1863
218,1765
219,1607
220,1463
221,1271
222,995
223,950
224,786
225,589
226,501
227,386
228,284
229,231
230,162
231,133
232,76
233,43
234,18
235,7
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
