0,1103
1,1040
2,984
3,1003
4,1078
5,1002
6,1044
7,1048
8,1014
9,1077
10,1008
11,1092
12,1043
13,1034
14,998
15,1047
16,1004
17,970
18,1033
19,1029
20,965
21,1042
22,1051
23,1054
24,1070
25,1046
26,1028
27,1011
28,1012
29,988
30,1002
31,975
32,1040
33,1010
34,957
35,1020
36,1033
37,988
38,975
39,1033
40,1026
41,1068
42,990
43,1044
44,1034
45,995
46,1094
47,997
48,1014
49,1048
50,1067
51,1028
52,983
53,1054
54,1049
55,1083
56,971
57,1008
58,1024
59,1056
60,989
61,997
62,1032
63,1072
64,1051
65,1009
66,1028
67,1018
68,1041
69,1016
70,1068
71,1001
72,1056
73,1007
74,968
75,1045
76,995
77,960
78,1107
79,1047
80,982
81,1015
82,1022
83,1028
84,1035
85,1046
86,1018
87,1009
88,1040
89,1040
90,997
91,968
92,1005
93,1044
94,1055
95,998
96,968
97,1100
98,1021
99,1043
100,1031
101,1123
102,1008
103,976
104,1002
105,996
106,1051
107,988
108,998
109,1048
110,1044
111,970
112,1094
113,979
114,1041
115,969
116,996
117,1059
118,990
119,1094
120,1009
121,998
122,1007
123,993
124,1037
125,947
126,990
127,1033
128,1021
129,1000
130,1036
131,1050
132,1023
133,1004
134,1016
135,1067
136,981
137,1058
138,1076
139,980
140,1025
141,989
142,974
143,1047
144,1045
145,1061
146,1008
147,1044
148,1009
149,1065
150,1076
151,1058
152,1027
153,1054
154,1039
155,1049
156,1091
157,1047
158,997
159,970
160,1030
161,986
162,1030
163,1089
164,1006
165,1037
166,1088
167,1041
168,1096
169,1026
170,935
171,1087
172,980
173,1018
174,997
175,1010
176,1005
177,1032
178,1025
179,962
180,999
181,1019
182,1009
183,1080
184,1082
185,1005
186,1012
187,1040
188,1015
189,1033
190,980
191,1023
192,1062
193,1058
194,1002
195,1032
196,1012
197,1077
198,1054
199,1016
200,1014
201,1018
202,961
203,1015
204,1056
205,970
206,960
207,982
208,992
209,1003
210,1088
211,1036
212,1041
213,1043
214,1046
215,983
216,1030
217,1027
218,1032
219,1015
220,1041
221,1059
222,1007
223,1059
224,981
225,1045
226,1009
227,1057
228,968
229,1035
230,994
231,1000
232,1028
233,1061
234,978
235,1009
236,1048
237,1016
238,1046
239,1035
240,969
241,1056
242,986
243,1005
244,1020
245,1048
246,1066
247,969
248,982
249,1067
250,1008
251,992
252,983
253,1030
254,1046
255,1056
